from_station_code,Train_name,zone,chair_car,second_ac,first_ac,first_class,third_ac,sleeper,total no of classes ,from_station_name,number,arrival,departure,return_train,to_station_code,to_station_name,duration_m,duration_h,type,distance
JMB,Jambusar Pratapnagar Mix Passenger,WR,0,0,0,0,0,0,,Jambusar Junction,52033,09:20:00,06:20:00,52034,PRTN,Pratapnagar,0,3,Pass,51
,,,,,,,,,,,,,,,,,,,,
PRTN,Pratapnagar Jambusar Mix Passenger,WR,0,0,0,0,0,0,,Pratapnagar,52034,21:10:00,18:10:00,52035,JMB,Jambusar Junction,0,3,Pass,51
,,,,,,,,,,,,,,,,,,,,
JMB,Jambusar Pratapnagar Passenger,WR,0,0,0,0,0,0,,Jambusar Junction,52035,17:10:00,14:10:00,52036,PRTN,Pratapnagar,0,3,Pass,51
,,,,,,,,,,,,,,,,,,,,
PRTN,Pratapnagar Jambusar Passenger,WR,0,0,0,0,0,0,,Pratapnagar,52036,13:00:00,10:00:00,52035,JMB,Jambusar Junction,0,3,Pass,51
,,,,,,,,,,,,,,,,,,,,
ND,Nadiad Bhadran Mix Passenger,WR,0,0,0,0,0,0,,NADIAD JN,52037,12:25:00,09:15:00,52038,BDRN,Bhadran,10,3,Pass,62
,,,,,,,,,,,,,,,,,,,,
BDRN,Bhadran Nadiad Mix Passenger,WR,0,0,0,0,0,0,,Bhadran,52038,17:25:00,14:10:00,52037,ND,NADIAD JN,15,3,Pass,62
,,,,,,,,,,,,,,,,,,,,
MYGL,Miyagam Dabhoi Mix Passenger,WR,0,0,0,0,0,0,,MIYAGAM KARJAN JUNCTION NG,52041,11:30:00,09:50:00,52042,DB,Dabhoi Junction,40,1,Pass,32
,,,,,,,,,,,,,,,,,,,,
DB,Dabhoi Jn Miyagam Jn NG Passenger,WR,0,0,0,0,0,0,,Dabhoi Junction,52042,13:40:00,12:05:00,52041,MYGL,MIYAGAM KARJAN JUNCTION NG,35,1,Pass,32
,,,,,,,,,,,,,,,,,,,,
MYG,Miyagam Dabhoi Mix Passenger,WR,0,0,0,0,0,0,,MIYAGAM KARJAN,52045,18:35:00,17:10:00,52046,DB,Dabhoi Junction,25,1,Pass,32
,,,,,,,,,,,,,,,,,,,,
DB,Dabhoi Miyagam Mix Passenger,WR,0,0,0,0,0,0,,Dabhoi Junction,52046,07:25:00,05:55:00,52045,MYG,MIYAGAM KARJAN,30,1,Pass,32
,,,,,,,,,,,,,,,,,,,,
UMPD,Umarpada Kosamba Passenger,WR,0,0,0,0,0,0,,Umarpada,52048,18:30:00,14:00:00,52047,KSB,KOSAMBA JN,30,4,Pass,62
,,,,,,,,,,,,,,,,,,,,
MVJ,MAVLI - BARI SADRI PASSENGER,NWR,0,0,0,0,0,0,,MAVLI JN,52072,12:30:00,09:40:00,52071,BI,BARI SADRI,50,2,Pass,82
,,,,,,,,,,,,,,,,,,,,
MJ,Marwar Mavli Passenger,NWR,0,0,0,0,0,0,,MARWAR JN,52073,08:50:00,02:15:00,52074,MVJ,MAVLI JN,35,6,Pass,151
,,,,,,,,,,,,,,,,,,,,
MVJ,Mavli Marwar Passenger,NWR,0,0,0,0,0,0,,MAVLI JN,52074,23:05:00,16:30:00,52073,MJ,MARWAR JN,35,6,Pass,151
,,,,,,,,,,,,,,,,,,,,
MJ,Marwar Mavli Passenger,NWR,0,0,0,0,0,0,,MARWAR JN,52075,20:20:00,13:50:00,52076,MVJ,MAVLI JN,30,6,Pass,152
,,,,,,,,,,,,,,,,,,,,
MVJ,Mavli Marwar Passenger,NWR,0,0,0,0,0,0,,MAVLI JN,52076,13:10:00,06:35:00,52075,MJ,MARWAR JN,35,6,Pass,152
,,,,,,,,,,,,,,,,,,,,
LHU,Loharu Jaipur Passenger,NWR,0,0,0,0,0,0,,Loharu,52082,22:55:00,16:00:00,52083,JP,JAIPUR,55,6,Pass,229
,,,,,,,,,,,,,,,,,,,,
JP,Jaipur Loharu Passenger,NWR,0,0,0,0,0,0,,JAIPUR,52083,18:00:00,10:10:00,52082,LHU,Loharu,50,7,Pass,229
,,,,,,,,,,,,,,,,,,,,
LHU,Loharu Jaipur Passenger,NWR,0,0,0,0,0,0,,Loharu,52084,15:20:00,08:30:00,52083,JP,JAIPUR,50,6,Pass,229
,,,,,,,,,,,,,,,,,,,,
JP,Jaipur Churu Passenger,NWR,0,0,0,0,0,0,,JAIPUR,52085,11:25:00,06:05:00,52086,CUR,Churu,20,5,Pass,198
,,,,,,,,,,,,,,,,,,,,
CUR,Churu Jaipur Passenger,NWR,0,0,0,0,0,0,,Churu,52086,17:45:00,12:20:00,52085,JP,JAIPUR,25,5,Pass,198
,,,,,,,,,,,,,,,,,,,,
SIKR,Sikar Churu Passenger,NWR,0,0,0,0,0,0,,Sikar Junction,52087,18:40:00,16:30:00,52088,CUR,Churu,10,2,Pass,91
,,,,,,,,,,,,,,,,,,,,
CUR,Churu Sikar Passenger,NWR,0,0,0,0,0,0,,Churu,52088,10:20:00,08:00:00,52087,SIKR,Sikar Junction,20,2,Pass,91
,,,,,,,,,,,,,,,,,,,,
NRL,Neral Matheran Passenger,CR,0,0,0,1,0,0,,NERAL,52101,09:30:00,07:30:00,52102,MAE,Matheran,0,2,Toy,21
,,,,,,,,,,,,,,,,,,,,
MAE,Matheran Neral Passenger,CR,0,0,0,1,0,0,,Matheran,52102,08:35:00,07:00:00,52101,NRL,NERAL,35,1,Toy,126
,,,,,,,,,,,,,,,,,,,,
NRL,Neral Matheran Passenger,CR,0,0,0,1,0,0,,NERAL,52103,11:10:00,09:00:00,52102,MAE,Matheran,10,2,Toy,126
,,,,,,,,,,,,,,,,,,,,
MAE,Matheran Neral Passenger,CR,0,0,0,1,0,0,,Matheran,52104,11:35:00,09:50:00,52103,NRL,NERAL,45,1,Toy,21
,,,,,,,,,,,,,,,,,,,,
NRL,Neral Matheran Passenger,CR,0,0,0,1,0,0,,NERAL,52105,12:25:00,10:30:00,52104,MAE,Matheran,55,1,Toy,126
,,,,,,,,,,,,,,,,,,,,
MAE,Matheran Neral Passenger,CR,0,0,0,1,0,0,,Matheran,52106,15:25:00,13:50:00,52105,NRL,NERAL,35,1,Toy,126
,,,,,,,,,,,,,,,,,,,,
MAE,Matheran Neral Passenger,CR,0,0,0,1,0,0,,Matheran,52108,16:50:00,15:15:00,52107,NRL,NERAL,35,1,Toy,21
,,,,,,,,,,,,,,,,,,,,
NRL,Neral Matheran Passenger,CR,0,0,0,1,0,0,,NERAL,52109,19:00:00,17:05:00,52110,MAE,Matheran,55,1,Toy,126
,,,,,,,,,,,,,,,,,,,,
MAE,Matheran Neral Passenger,CR,0,0,0,1,0,0,,Matheran,52110,18:10:00,16:30:00,52109,NRL,NERAL,40,1,Toy,126
,,,,,,,,,,,,,,,,,,,,
PC,Pachora Jamner Passenger,CR,0,0,0,0,0,0,,PACHORA JN,52121,10:05:00,08:00:00,52122,JMNR,Jamner,5,2,Pass,56
,,,,,,,,,,,,,,,,,,,,
PC,Pachora Jamner Passenger,CR,0,0,0,0,0,0,,PACHORA JN,52123,16:05:00,13:45:00,52122,JMNR,Jamner,20,2,Pass,56
,,,,,,,,,,,,,,,,,,,,
MZR,Murtajapur Yavatmal Passenger,CR,0,0,0,0,0,0,,MURTAJAPUR,52131,11:40:00,07:05:00,52132,YTL,Yavatmal,35,4,Pass,218
,,,,,,,,,,,,,,,,,,,,
YTL,Yavatmal Murtajapur Passenger,CR,0,0,0,0,0,0,,Yavatmal,52132,16:25:00,12:10:00,52131,MZR,MURTAJAPUR,15,4,Pass,218
,,,,,,,,,,,,,,,,,,,,
MZR,Murtajapur Achalpur Passenger,CR,0,0,0,0,0,0,,MURTAJAPUR,52137,10:45:00,07:15:00,52138,ELP,Achalpur,30,3,Pass,76
,,,,,,,,,,,,,,,,,,,,
ELP,Achalpur Murtajapur Passenger,CR,0,0,0,0,0,0,,Achalpur,52138,14:45:00,11:15:00,52137,MZR,MURTAJAPUR,30,3,Pass,76
,,,,,,,,,,,,,,,,,,,,
PLO,Pulgaon Arvi Passenger,CR,0,0,0,0,0,0,,PULGAON JN,52143,11:50:00,08:30:00,52144,ARVI,Arvi,20,3,Pass,39
,,,,,,,,,,,,,,,,,,,,
ARVI,Arvi Pulgaon Passenger,CR,0,0,0,0,0,0,,Arvi,52144,15:30:00,12:10:00,52143,PLO,PULGAON JN,20,3,Pass,39
,,,,,,,,,,,,,,,,,,,,
KPV,KASHIPUR - MORADABAD PASSENGER,NER,0,0,0,0,0,0,,KASHIPUR,55312,19:30:00,17:50:00,55311,MB,MORADABAD,40,1,Pass,50
,,,,,,,,,,,,,,,,,,,,
DBRG,DIBRUGARH - OLD DELHI Brahmaputra Exp,NR,0,1,0,0,1,1,,DIBRUGARH,14055,06:05:00,23:10:00,14056,DLI,OLD DELHI,55,54,Mail,2589
,,,,,,,,,,,,,,,,,,,,
HWH,HOWRAH - DIBRUGARH Kamrup Exp,NFR,0,1,0,0,1,1,,HOWRAH JN,15959,05:45:00,17:35:00,15960,DBRG,DIBRUGARH,10,36,Exp,1528
,,,,,,,,,,,,,,,,,,,,
JMNR,Jamner Pachora Passenger,CR,0,0,0,0,0,0,,Jamner,52122,13:10:00,10:55:00,52121,PC,PACHORA JN,15,2,Pass,56
,,,,,,,,,,,,,,,,,,,,
JMNR,Jamner Pachora Passenger,CR,0,0,0,0,0,0,,Jamner,52124,19:05:00,17:05:00,52123,PC,PACHORA JN,0,2,Pass,56
,,,,,,,,,,,,,,,,,,,,
GWO,Gwalior Sheopur Passenger,NCR,0,0,0,0,0,0,,Gwalior NG,52171,16:25:00,06:25:00,52172,SOE,Sheopur Kalan,0,10,Pass,200
,,,,,,,,,,,,,,,,,,,,
SOE,Sheopur Gwalior Passenger,NCR,0,0,0,0,0,0,,Sheopur Kalan,52172,16:25:00,06:10:00,52171,GWL,GWALIOR JN,15,10,Pass,207
,,,,,,,,,,,,,,,,,,,,
SBL,Sabalgarh Gwalior Passenger,NCR,0,0,0,0,0,0,,Sabalgarh,52174,10:50:00,06:15:00,52173,GWL,GWALIOR JN,35,4,Pass,92
,,,,,,,,,,,,,,,,,,,,
GWL,Gwalior Sabalgarh Fast Passenger,NCR,0,0,0,0,0,0,,GWALIOR JN,52175,13:20:00,09:20:00,52174,SBL,Sabalgarh,0,4,Pass,92
,,,,,,,,,,,,,,,,,,,,
SBL,Sabalgarh Sheopur Passenger,NCR,0,0,0,0,0,0,,Sabalgarh,52177,11:05:00,06:15:00,52178,SOE,Sheopur Kalan,50,4,Pass,115
,,,,,,,,,,,,,,,,,,,,
SOE,Sheopur Sabalgarh Passenger,NCR,0,0,0,0,0,0,,Sheopur Kalan,52178,19:25:00,14:25:00,52177,SBL,Sabalgarh,0,5,Pass,115
,,,,,,,,,,,,,,,,,,,,
DHO,Dhaulpur Tantpur Passenger,?,0,0,0,0,0,0,,DHAULPUR,52181,13:05:00,10:40:00,,TPO,Tantpur,25,2,Pass,58
,,,,,,,,,,,,,,,,,,,,
TPO,Tantpur Mohari Bari Passenger,NCR,0,0,0,0,0,0,,Tantpur,52182,14:30:00,13:20:00,,BARI,Bari,10,1,Pass,26
,,,,,,,,,,,,,,,,,,,,
BARI,Bari Mohari Sirmuttra Passenger,NCR,0,0,0,0,0,0,,Bari,52183,16:25:00,14:45:00,,SRMT,Sirmuttra,40,1,Pass,38
,,,,,,,,,,,,,,,,,,,,
KSJF,Kasganj Lalkuan Passenger,NER,0,0,0,0,0,0,,Kasganj Mg,52201,12:55:00,06:00:00,52202,LKKA,Lal Kuan,55,6,Pass,188
,,,,,,,,,,,,,,,,,,,,
LKKA,Lalkuan Kasganj Passenger,NER,0,0,0,0,0,0,,Lal Kuan,52202,21:55:00,14:25:00,52201,KSJF,Kasganj Mg,30,7,Pass,188
,,,,,,,,,,,,,,,,,,,,
KSJF,Kasganj Tanakpur Passenger,NER,0,0,0,0,0,0,,Kasganj Mg,52203,19:50:00,10:15:00,52204,TPU,Tanakpur,35,9,Pass,223
,,,,,,,,,,,,,,,,,,,,
TPU,Tanakpur-Bareilly Passenger,NER,0,0,0,0,0,0,,Tanakpur,52204,17:00:00,06:45:00,52203,KSJF,Kasganj Mg,15,10,Pass,223
,,,,,,,,,,,,,,,,,,,,
KSJF,Kasganj Pilibhit Passenger,NER,0,0,0,0,0,0,,Kasganj Mg,52205,19:45:00,13:15:00,52206,PBE,PILIBHIT JN,30,6,Pass,162
,,,,,,,,,,,,,,,,,,,,
PBE,Pilibhit Kasganj Passenger,NER,0,0,0,0,0,0,,PILIBHIT JN,52206,11:40:00,05:20:00,52205,KSJF,Kasganj Mg,20,6,Pass,162
,,,,,,,,,,,,,,,,,,,,
KSJF,Kasganj Pilibhit Passenger,NER,0,0,0,0,0,0,,Kasganj Mg,52207,21:40:00,15:35:00,52206,PBE,PILIBHIT JN,5,6,Pass,162
,,,,,,,,,,,,,,,,,,,,
PBE,Pilibhit Kasganj Passenger,NER,0,0,0,0,0,0,,PILIBHIT JN,52208,13:55:00,07:10:00,52207,KSJF,Kasganj Mg,45,6,Pass,162
,,,,,,,,,,,,,,,,,,,,
BRY,Bareilly Lalkuan Passenger,NER,0,0,0,0,0,0,,BAREILLY,52209,17:15:00,14:25:00,52210,LKKA,Lal Kuan,50,2,Pass,84
,,,,,,,,,,,,,,,,,,,,
LKKA,Lalkuan Bareilly Passenger,NER,0,0,0,0,0,0,,Lal Kuan,52210,09:55:00,07:10:00,52209,BRY,BAREILLY,45,2,Pass,84
,,,,,,,,,,,,,,,,,,,,
BRY,Bareilly Lal Kuan Passenger,NER,0,0,0,0,0,0,,BAREILLY,52211,19:45:00,17:05:00,52210,LKKA,Lal Kuan,40,2,Pass,84
,,,,,,,,,,,,,,,,,,,,
LKKA,Lal Kuan Bareilly Passenger,NER,0,0,0,0,0,0,,Lal Kuan,52212,13:00:00,10:00:00,52211,BRY,BAREILLY,0,3,Pass,84
,,,,,,,,,,,,,,,,,,,,
MLN,Mailani Bareilly Passenger,NER,0,0,0,0,0,0,,MAILANI,52214,18:35:00,14:00:00,52213,BRY,BAREILLY,35,4,Pass,125
,,,,,,,,,,,,,,,,,,,,
BRY,Bareilly Pilibhit Passenger,NER,0,0,0,0,0,0,,BAREILLY,52215,13:50:00,11:50:00,52216,PBE,PILIBHIT JN,0,2,Pass,58
,,,,,,,,,,,,,,,,,,,,
PBE,Pilibhit Bareilly Passenger,NER,0,0,0,0,0,0,,PILIBHIT JN,52216,15:15:00,12:55:00,52215,BRY,BAREILLY,20,2,Pass,58
,,,,,,,,,,,,,,,,,,,,
KSJF,Kasganj Bareilly Passenger,NER,0,0,0,0,0,0,,Kasganj Mg,52217,00:20:00,21:15:00,52218,BRY,BAREILLY,5,3,Pass,104
,,,,,,,,,,,,,,,,,,,,
BRY,Bareilly Kasganj Passenger,NER,0,0,0,0,0,0,,BAREILLY,52218,22:30:00,19:30:00,52217,KSJF,Kasganj Mg,0,3,Pass,104
,,,,,,,,,,,,,,,,,,,,
PBE,Pilibhit Tanakpur Passenger,NER,0,0,0,0,0,0,,PILIBHIT JN,52219,17:20:00,15:20:00,52220,TPU,Tanakpur,0,2,Pass,61
,,,,,,,,,,,,,,,,,,,,
TPU,Tanakpur Pilibhit Passenger,NER,0,0,0,0,0,0,,Tanakpur,52220,14:40:00,12:40:00,52219,PBE,PILIBHIT JN,0,2,Pass,61
,,,,,,,,,,,,,,,,,,,,
PBE,Pilibhit Mailani Passenger,NER,0,0,0,0,0,0,,PILIBHIT JN,52221,17:10:00,15:00:00,52222,MLN,MAILANI,10,2,Pass,67
,,,,,,,,,,,,,,,,,,,,
MLN,Mailani Pilibhit Passenger,NER,0,0,0,0,0,0,,MAILANI,52222,06:45:00,04:50:00,52221,PBE,PILIBHIT JN,55,1,Pass,67
,,,,,,,,,,,,,,,,,,,,
PBE,Pilibhit Mailani Passenger,NER,0,0,0,0,0,0,,PILIBHIT JN,52223,20:10:00,18:00:00,52222,MLN,MAILANI,10,2,Pass,67
,,,,,,,,,,,,,,,,,,,,
LMP,Lakhimpur Pilibhit Passenger,NER,0,0,0,0,0,0,,LAKHIMPUR,52224,08:30:00,04:15:00,52225,PBE,PILIBHIT JN,15,4,Pass,127
,,,,,,,,,,,,,,,,,,,,
PBE,Pilibhit Lakhimpur Passenger,NER,0,0,0,0,0,0,,PILIBHIT JN,52225,02:15:00,22:00:00,52224,LMP,LAKHIMPUR,15,4,Pass,127
,,,,,,,,,,,,,,,,,,,,
MLN,Mailani Pilibhit Passenger,NER,0,0,0,0,0,0,,MAILANI,52226,19:55:00,17:45:00,,PBE,PILIBHIT JN,10,2,Pass,67
,,,,,,,,,,,,,,,,,,,,
PBE,Pilibhit Tanakpur Passenger,NER,0,0,0,0,0,0,,PILIBHIT JN,52227,09:25:00,07:00:00,,TPU,Tanakpur,25,2,Pass,61
,,,,,,,,,,,,,,,,,,,,
SZP,Shahjahanpur Tanakpur Passenger,NER,0,0,0,0,0,0,,Shahjahanpur,52229,12:10:00,06:30:00,52230,TPU,Tanakpur,40,5,Pass,145
,,,,,,,,,,,,,,,,,,,,
TPU,Tanakpur Shahjahanpur Passenger,NER,0,0,0,0,0,0,,Tanakpur,52230,16:40:00,10:20:00,52229,SZP,Shahjahanpur,20,6,Pass,145
,,,,,,,,,,,,,,,,,,,,
PBE,Pilibhit Shahjahanpur Passenger,NER,0,0,0,0,0,0,,PILIBHIT JN,52231,09:50:00,07:20:00,52232,SZP,Shahjahanpur,30,2,Pass,84
,,,,,,,,,,,,,,,,,,,,
SZP,Shahjahanpur Pilibhit Passenger,NER,0,0,0,0,0,0,,Shahjahanpur,52232,13:45:00,11:15:00,52231,PBE,PILIBHIT JN,30,2,Pass,84
,,,,,,,,,,,,,,,,,,,,
PBE,Pilibhit Shahjahanpur Passenger,NER,0,0,0,0,0,0,,PILIBHIT JN,52233,12:55:00,10:15:00,52234,SZP,Shahjahanpur,40,2,Pass,84
,,,,,,,,,,,,,,,,,,,,
SZP,Shahjahanpur Pilibhit Passenger,NER,0,0,0,0,0,0,,Shahjahanpur,52234,16:15:00,13:35:00,52233,PBE,PILIBHIT JN,40,2,Pass,84
,,,,,,,,,,,,,,,,,,,,
PBE,Pilibhit Shahjahanpur Passenger,NER,0,0,0,0,0,0,,PILIBHIT JN,52235,20:45:00,18:05:00,52236,SZP,Shahjahanpur,40,2,Pass,84
,,,,,,,,,,,,,,,,,,,,
RMR,RAMNAGAR - MORADABAD PASSENGER,NER,0,0,0,0,0,0,,RAMNAGAR,55324,05:40:00,03:45:00,55323,MB,MORADABAD,55,1,Pass,77
,,,,,,,,,,,,,,,,,,,,
SBL,Sabalgarh Gwalior Fast Passenger,NCR,0,0,0,0,0,0,,Sabalgarh,52176,18:00:00,14:20:00,52175,GWL,GWALIOR JN,40,3,Pass,92
,,,,,,,,,,,,,,,,,,,,
SRMT,Sirmuttra Dhaulpur Passenger,NCR,0,0,0,0,0,0,,Sirmuttra,52180,10:15:00,07:20:00,52179,DHO,DHAULPUR,55,2,Pass,70
,,,,,,,,,,,,,,,,,,,,
SRMT,Sirmuttra Dhaulpur Passenger,NCR,0,0,0,0,0,0,,Sirmuttra,52184,19:35:00,16:40:00,,DHO,DHAULPUR,55,2,Pass,70
,,,,,,,,,,,,,,,,,,,,
SZP,Shahjahanpur Pilibhit Passenger,NER,0,0,0,0,0,0,,Shahjahanpur,52236,20:15:00,17:45:00,52235,PBE,PILIBHIT JN,30,2,Pass,84
,,,,,,,,,,,,,,,,,,,,
PBE,PILIBHIT - AISHBAGH PASS,NER,0,0,0,0,0,0,,PILIBHIT JN,52237,12:55:00,04:30:00,52238,ASSH,AISHBAGH,25,8,Pass,258
,,,,,,,,,,,,,,,,,,,,
TQN,TIKUNIA - AISHBAGH PASSENGER,NER,0,0,0,0,0,0,,TIKUNIA,52239,14:45:00,05:45:00,52240,ASSH,AISHBAGH,0,9,Pass,269
,,,,,,,,,,,,,,,,,,,,
ASSH,AISHBAGH - TIKUNIA PASSENGER,NER,0,0,0,0,0,0,,AISHBAGH,52240,23:50:00,14:50:00,52239,TQN,TIKUNIA,0,9,Pass,267
,,,,,,,,,,,,,,,,,,,,
MLN,Mailani Aishbagh Passenger,NER,0,0,0,0,0,0,,MAILANI,52241,18:25:00,11:55:00,52242,ASH,AISHBAGH,30,6,Pass,193
,,,,,,,,,,,,,,,,,,,,
ASH,Aishbagh Mailani Passenger,NER,0,0,0,0,0,0,,AISHBAGH,52242,16:10:00,10:00:00,52241,MLN,MAILANI,10,6,Pass,193
,,,,,,,,,,,,,,,,,,,,
PBE,PILIBHIT - AISHBAGH PASSENGER,NER,0,0,0,0,0,0,,PILIBHIT JN,52243,21:10:00,08:45:00,52244,ASSH,AISHBAGH,25,12,Pass,316
,,,,,,,,,,,,,,,,,,,,
MLN,MAILANI  - AISHBAGH PASSENGER,NER,0,0,0,0,0,0,,MAILANI,52245,00:10:00,17:45:00,52246,ASSH,AISHBAGH,25,6,Pass,191
,,,,,,,,,,,,,,,,,,,,
ASSH,AISHBAGH - MAILANI PASSENGER,NER,0,0,0,0,0,0,,AISHBAGH,52246,00:10:00,17:55:00,52245,MLN,MAILANI,15,6,Pass,192
,,,,,,,,,,,,,,,,,,,,
MLN,Mailani Sitapur Passenger,NER,0,0,0,0,0,0,,MAILANI,52247,00:10:00,20:20:00,52248,STP,SITAPUR,50,3,Pass,107
,,,,,,,,,,,,,,,,,,,,
STP,Sitapur Mailani Passenger,NER,0,0,0,0,0,0,,SITAPUR,52248,13:55:00,10:15:00,52247,MLN,MAILANI,40,3,Pass,106
,,,,,,,,,,,,,,,,,,,,
STP,Sitapur Aishbagh Passenger,NER,0,0,0,0,0,0,,SITAPUR,52249,08:30:00,05:25:00,52250,ASH,AISHBAGH,5,3,Pass,86
,,,,,,,,,,,,,,,,,,,,
ASSH,AISHBAGH - SITAPUR  PASSENGER,NER,0,0,0,0,0,0,,AISHBAGH,52250,08:50:00,05:50:00,52251,STP,SITAPUR,0,3,Pass,86
,,,,,,,,,,,,,,,,,,,,
STP,SITAPUR - AISHBAGH PASSENGER,NER,0,0,0,0,0,0,,SITAPUR,52251,20:05:00,17:00:00,52250,ASSH,AISHBAGH,5,3,Pass,86
,,,,,,,,,,,,,,,,,,,,
ASH,Aishbagh Sitapur Passenger,NER,0,0,0,0,0,0,,AISHBAGH,52252,16:10:00,13:35:00,52251,STP,SITAPUR,35,2,Pass,86
,,,,,,,,,,,,,,,,,,,,
MLN,Mailani Gonda Passenger,NER,0,0,0,0,0,0,,MAILANI,52254,10:30:00,03:00:00,52253,GD,GONDA JN,30,7,Pass,330
,,,,,,,,,,,,,,,,,,,,
GD,Gonda Bareilly Passenger,NER,0,0,0,0,0,0,,GONDA JN,52255,19:20:00,06:30:00,,BRY,BAREILLY,50,12,Pass,455
,,,,,,,,,,,,,,,,,,,,
GD,Gonda Mailani Passenger,NER,0,0,0,0,0,0,,GONDA JN,52257,19:10:00,11:50:00,52258,MLN,MAILANI,20,7,Pass,330
,,,,,,,,,,,,,,,,,,,,
MLN,Mailani Gonda Passenger,NER,0,0,0,0,0,0,,MAILANI,52258,14:00:00,06:15:00,52257,GD,GONDA JN,45,7,Pass,330
,,,,,,,,,,,,,,,,,,,,
GD,Gonda Mailani Passenger,NER,0,0,0,0,0,0,,GONDA JN,52259,23:55:00,16:30:00,52258,MLN,MAILANI,25,7,Pass,330
,,,,,,,,,,,,,,,,,,,,
MLN,Mailani Gonda Passenger,NER,0,0,0,0,0,0,,MAILANI,52260,00:45:00,17:15:00,52259,GD,GONDA JN,30,7,Pass,330
,,,,,,,,,,,,,,,,,,,,
GD,Gonda Nepalganj Passenger,NER,0,0,0,0,0,0,,GONDA JN,52261,12:25:00,08:35:00,52262,NPR,Nepalganj Road,50,3,Pass,114
,,,,,,,,,,,,,,,,,,,,
NPR,Nepalganj Gonda Passenger,NER,0,0,0,0,0,0,,Nepalganj Road,52262,09:15:00,05:15:00,52261,GD,GONDA JN,0,4,Pass,114
,,,,,,,,,,,,,,,,,,,,
GD,Gonda Nepalganj Passenger,NER,0,0,0,0,0,0,,GONDA JN,52263,17:05:00,13:20:00,52264,NPR,Nepalganj Road,45,3,Pass,114
,,,,,,,,,,,,,,,,,,,,
NPR,Nepalganj Gonda Passenger,NER,0,0,0,0,0,0,,Nepalganj Road,52264,18:50:00,15:00:00,52263,GD,GONDA JN,50,3,Pass,114
,,,,,,,,,,,,,,,,,,,,
GD,Gonda Nepalganj Passenger,NER,0,0,0,0,0,0,,GONDA JN,52265,21:50:00,18:15:00,52264,NPR,Nepalganj Road,35,3,Pass,114
,,,,,,,,,,,,,,,,,,,,
NPR,Nepalganj Gonda Passenger,NER,0,0,0,0,0,0,,Nepalganj Road,52266,21:40:00,17:40:00,52265,GD,GONDA JN,0,4,Pass,114
,,,,,,,,,,,,,,,,,,,,
GD,Gonda Nepalganj Passenger,NER,0,0,0,0,0,0,,GONDA JN,52267,07:20:00,04:15:00,52268,NPR,Nepalganj Road,5,3,Pass,114
,,,,,,,,,,,,,,,,,,,,
NPR,Nepalganj Gonda Passenger,NER,0,0,0,0,0,0,,Nepalganj Road,52268,11:15:00,07:50:00,52267,GD,GONDA JN,25,3,Pass,114
,,,,,,,,,,,,,,,,,,,,
ANDN,Anand Nagar Gonda Fast Passenger,NER,0,0,0,0,0,0,,Anand Nagar,52269,09:50:00,03:10:00,52270,GD,GONDA JN,40,6,Pass,179
,,,,,,,,,,,,,,,,,,,,
GD,Gonda Anandnagar Passenger,NER,0,0,0,0,0,0,,GONDA JN,52270,11:25:00,05:10:00,52269,ANDN,Anand Nagar,15,6,Pass,179
,,,,,,,,,,,,,,,,,,,,
ANDN,Anand Nagar Gonda Passenger,NER,0,0,0,0,0,0,,Anand Nagar,52271,15:15:00,08:40:00,52270,GD,GONDA JN,35,6,Pass,179
,,,,,,,,,,,,,,,,,,,,
GD,Gonda Anandnagar Passenger,NER,0,0,0,0,0,0,,GONDA JN,52272,14:15:00,07:30:00,52271,ANDN,Anand Nagar,45,6,Pass,179
,,,,,,,,,,,,,,,,,,,,
GD,Gonda Anandnagar Passenger,NER,0,0,0,0,0,0,,GONDA JN,52274,18:50:00,12:15:00,52273,ANDN,Anand Nagar,35,6,Pass,179
,,,,,,,,,,,,,,,,,,,,
GD,Gonda Anandnagar Passenger,NER,0,0,0,0,0,0,,GONDA JN,52276,01:15:00,18:45:00,52275,ANDN,Anand Nagar,30,6,Pass,179
,,,,,,,,,,,,,,,,,,,,
PLK,Palia Kalan Mailani Passenger,NER,0,0,0,0,0,0,,PALIA KALAN,52277,16:50:00,15:50:00,52278,MLN,MAILANI,0,1,Pass,30
,,,,,,,,,,,,,,,,,,,,
MLN,Mailani Palia Kalan Passenger,NER,0,0,0,0,0,0,,MAILANI,52278,15:05:00,14:15:00,52277,PLK,PALIA KALAN,50,0,Pass,30
,,,,,,,,,,,,,,,,,,,,
CPR,Chhapra-Thawe Passenger,NER,0,0,0,0,0,0,,CHHAPRA,52280,06:00:00,01:45:00,52279,THE,Thawe Junction,15,4,Pass,105
,,,,,,,,,,,,,,,,,,,,
CPR,Chhapra Thawe Passenger,NER,0,0,0,0,0,0,,CHHAPRA,52282,02:00:00,21:35:00,52283,THE,Thawe Junction,25,4,Pass,105
,,,,,,,,,,,,,,,,,,,,
THE,Thawe Chhapra Passenger,NER,0,0,0,0,0,0,,Thawe Junction,52283,09:55:00,05:25:00,52282,CPR,CHHAPRA,30,4,Pass,105
,,,,,,,,,,,,,,,,,,,,
THE,Thawe Chhapra Passenger,NER,0,0,0,0,0,0,,Thawe Junction,52285,17:15:00,13:00:00,52286,CPR,CHHAPRA,15,4,Pass,105
,,,,,,,,,,,,,,,,,,,,
